Comparison,Assay,OLINK.ID,Protein.ID,Uniprot.ID,logFC,CI.L,CI.R,AveExpr,P.Value,adj.P.Val
Longitudinal_in_Mild,Neurology,OID00361,N-CDase,Q9NR71,-0.93,-3.79,1.93,3.57,0.47,0.72
Longitudinal_in_Mild,Cardiovascular,OID00385,ADAM-TS13,Q76LX8,0.08,-0.16,0.32,5.13,0.46,0.72
Control_v_Mild,Inflammation,OID00530,CCL23,P55773,0.16,-0.46,0.78,10.31,0.61,0.72
Control_v_Mild,Inflammation,OID00533,Flt3L,P49771,0.09,-0.26,0.43,9.21,0.61,0.72
Severe_v_Critical,Neurology,OID00369,Dkk-4,Q9UBT3,0.12,-0.32,0.57,3.60,0.58,0.72
Control_v_Critical,Immune,OID01016,CLEC7A,Q9BXN2,0.16,-0.50,0.83,3.24,0.62,0.72
Longitudinal_in_Mild,Cardiovascular,OID00455,BNP,P16860,0.94,-2.11,3.98,1.48,0.50,0.73
Longitudinal_in_Mild,Inflammation,OID00507,FGF-23,Q9GZV9,0.78,-1.64,3.19,2.28,0.48,0.73
Longitudinal_in_Mild,Immune,OID00936,PPP1R9B,Q96SB3,0.68,-1.54,2.90,1.91,0.49,0.73
Longitudinal_in_Mild,Inflammation,OID00521,TRANCE,O14788,0.67,-1.39,2.73,4.84,0.48,0.73
Longitudinal_in_Mild,Inflammation,OID00496,CXCL1,P09341,0.57,-1.27,2.40,9.14,0.50,0.73
Longitudinal_in_Mild,Neurology,OID00305,RGMA,Q96B86,0.49,-1.11,2.09,10.98,0.50,0.73
Longitudinal_in_Mild,Inflammation,OID00528,IL10,P22301,0.48,-1.09,2.05,4.13,0.50,0.73
Longitudinal_in_Mild,Immune,OID00940,IRAK4,Q9NWZ3,-0.47,-2.02,1.08,2.08,0.50,0.73
Longitudinal_in_Mild,Immune,OID01002,SH2D1A,O60880,-0.46,-1.89,0.98,1.70,0.48,0.73
Longitudinal_in_Mild,Inflammation,OID00551,CCL25,O15444,0.42,-0.89,1.72,6.41,0.48,0.73
Longitudinal_in_Mild,Inflammation,OID00556,CCL20,P78556,-0.40,-1.67,0.88,7.59,0.49,0.73
Longitudinal_in_Mild,Neurology,OID00295,CLM-6,Q08708,0.34,-0.73,1.41,6.04,0.47,0.73
Longitudinal_in_Mild,Neurology,OID00354,IL-5R-alpha,Q01344,0.32,-0.69,1.33,3.69,0.48,0.73
Longitudinal_in_Mild,Inflammation,OID00505,CCL11,P51671,0.30,-0.69,1.28,7.88,0.51,0.73
Longitudinal_in_Mild,Inflammation,OID00524,IL-24,Q13007,-0.27,-1.17,0.63,0.86,0.51,0.73
Longitudinal_in_Mild,Cardiovascular,OID00425,MERTK,Q12866,0.25,-0.56,1.06,6.63,0.50,0.73
Longitudinal_in_Mild,Immune,OID00972,EGLN1,Q9GZT9,0.13,-0.30,0.56,1.24,0.49,0.73
Longitudinal_in_Mild,Neurology,OID00288,NRP2,O60462,-0.10,-0.43,0.23,8.24,0.51,0.73
Longitudinal_in_Mild,Inflammation,OID00476,CDCP1,Q9H5V8,-0.69,-3.02,1.63,2.85,0.51,0.73
Longitudinal_in_Mild,Immune,OID00971,MILR1,Q7Z6M3,-0.50,-2.21,1.21,3.32,0.51,0.73
Longitudinal_in_Mild,Neurology,OID00358,DDR1,Q08345,-0.20,-0.88,0.48,7.30,0.51,0.73
"Longitudinal_in_Critical",Inflammation,OID00534,CXCL6,P80162,0.37,-0.85,1.59,8.31,0.49,0.73
"Longitudinal_in_Critical",Immune,OID00957,TRIM5,Q9C035,-0.22,-0.92,0.49,2.57,0.49,0.73
"Longitudinal_in_Critical",Cardiovascular,OID00386,BOC,Q9BWV1,0.14,-0.32,0.61,2.86,0.49,0.73
Longitudinal_in_Mild,Neurology,OID00316,CNTN5,O94779,0.68,-1.69,3.04,4.81,0.52,0.73
Longitudinal_in_Mild,Immune,OID01009,AREG,P15514,-0.37,-1.65,0.91,3.22,0.52,0.73
Longitudinal_in_Mild,Neurology,OID00359,JAM-B,P57087,0.30,-0.73,1.33,7.76,0.52,0.73
Control_v_Severe,Inflammation,OID00504,MCP-4,Q99616,-1.06,-4.19,2.06,15.29,0.49,0.73
Control_v_Critical,Cardiovascular,OID00457,ACE2,Q9BYF1,0.13,-0.42,0.68,3.92,0.64,0.73
Mild_v_Critical,Immune,OID00961,GALNT3,Q14435,0.11,-0.41,0.63,3.26,0.68,0.74
Mild_v_Critical,Inflammation,OID00531,CD5,P06127,0.07,-0.26,0.40,5.32,0.68,0.74
Mild_v_Critical,Neurology,OID00367,SPOCK1,Q08629,0.05,-0.18,0.27,2.55,0.68,0.74
"Longitudinal_in_Critical",Inflammation,OID00512,FGF-21,Q9NSA1,0.54,-1.26,2.34,6.19,0.50,0.74
Control_v_Critical,Immune,OID01012,PADI2,Q9Y2J8,0.18,-0.58,0.93,1.62,0.64,0.74
Longitudinal_in_Mild,Inflammation,OID00489,IL-20RA,Q9UHF4,-0.54,-2.45,1.36,1.05,0.53,0.74
Mild_v_Severe,Cardiovascular,OID00438,PSGL-1,Q14242,0.05,-0.17,0.27,4.49,0.66,0.74
Mild_v_Critical,Inflammation,OID00539,CCL28,Q9NRJ3,0.07,-0.26,0.39,2.29,0.69,0.74
Mild_v_Critical,Neurology,OID00297,SMOC2,Q9H3U7,-0.09,-0.56,0.38,7.62,0.69,0.74
Control_v_Critical,Neurology,OID00353,MDGA1,Q8NFP4,-0.22,-1.18,0.74,3.83,0.65,0.74
"Longitudinal_in_Critical",Cardiovascular,OID00446,LPL,P06858,-0.15,-0.64,0.35,9.19,0.51,0.75
Longitudinal_in_Mild,Immune,OID00965,LILRB4,Q8NHJ6,-0.54,-2.51,1.42,3.65,0.54,0.75
Control_v_Mild,Inflammation,OID00501,IL18,Q14116,-0.16,-0.83,0.51,9.18,0.63,0.75
Mild_v_Severe,Immune,OID00941,TPSAB1,Q15661,-0.08,-0.46,0.30,4.56,0.67,0.75
Mild_v_Critical,Neurology,OID00290,CADM3,Q8N126,-0.08,-0.51,0.35,3.18,0.70,0.75
Longitudinal_in_Mild,Cardiovascular,OID00419,GLO1,Q04760,-0.44,-2.01,1.14,5.35,0.54,0.75
Severe_v_Critical,Inflammation,OID00558,STAMBP,O95630,0.10,-0.29,0.50,5.03,0.60,0.75
Severe_v_Critical,Immune,OID00966,NTF4,P34130,0.07,-0.20,0.34,1.67,0.60,0.75
"Longitudinal_in_Critical",Inflammation,OID00560,ADA,P00813,-0.18,-0.79,0.43,6.32,0.52,0.75
Control_v_Severe,Inflammation,OID00521,TRANCE,O14788,0.58,-1.20,2.35,4.25,0.51,0.75
Control_v_Severe,Immune,OID00956,DPP10,Q8N608,0.56,-1.16,2.27,1.50,0.51,0.75
Control_v_Severe,Neurology,OID00369,Dkk-4,Q9UBT3,0.53,-1.09,2.14,3.64,0.51,0.75
Mild_v_Severe,Cardiovascular,OID00462,TGM2,P21980,0.17,-0.65,0.99,7.89,0.67,0.75
Mild_v_Severe,Cardiovascular,OID00463,LEP,P41159,0.12,-0.46,0.70,5.82,0.67,0.75
Control_v_Mild,Neurology,OID00337,CD200,P41217,0.10,-0.33,0.53,6.35,0.64,0.75
Longitudinal_in_Mild,Neurology,OID00291,GDNF,P39905,-0.24,-1.12,0.65,2.07,0.55,0.75
Longitudinal_in_Mild,Inflammation,OID00562,CSF-1,P09603,-0.08,-0.37,0.21,10.33,0.55,0.75
Longitudinal_in_Mild,Inflammation,OID00560,ADA,P00813,0.26,-0.69,1.20,5.58,0.55,0.75
"Longitudinal_in_Critical",Cardiovascular,OID00443,ITGB1BP2,Q9UKP3,0.22,-0.54,0.97,3.38,0.52,0.76
"Longitudinal_in_Critical",Inflammation,OID01213,DNER,Q8NFT8,-0.08,-0.35,0.19,8.06,0.52,0.76
Control_v_Mild,Cardiovascular,OID00426,KIM1,Q96D42,0.18,-0.60,0.95,8.18,0.64,0.76
Control_v_Mild,Inflammation,OID00486,CXCL11,O14625,0.25,-0.86,1.37,8.68,0.65,0.76
"Longitudinal_in_Critical",Immune,OID00953,PRDX3,P30048,-0.20,-0.92,0.52,0.48,0.53,0.76
"Longitudinal_in_Critical",Cardiovascular,OID00418,FS,P19883,0.15,-0.40,0.71,11.15,0.53,0.76
"Longitudinal_in_Critical",Cardiovascular,OID00447,PRSS8,Q16651,0.07,-0.18,0.31,8.97,0.53,0.76
Longitudinal_in_Mild,Neurology,OID00351,BMP-4,P12644,0.23,-0.66,1.13,4.85,0.56,0.76
Control_v_Severe,Inflammation,OID00498,CCL4,P13236,-0.90,-3.85,2.06,6.43,0.54,0.76
Control_v_Severe,Cardiovascular,OID00456,MMP12,P39900,-0.66,-2.83,1.51,6.91,0.54,0.76
Control_v_Severe,Inflammation,OID00472,VEGFA,P15692,-0.57,-2.43,1.29,11.52,0.54,0.76
Control_v_Severe,Inflammation,OID00542,CD40,P25942,-0.57,-2.40,1.27,11.76,0.53,0.76
Control_v_Severe,Inflammation,OID00531,CD5,P06127,-0.51,-2.15,1.13,5.31,0.53,0.76
Control_v_Severe,Neurology,OID00293,VWC2,Q2TAL6,-0.50,-2.14,1.14,5.61,0.54,0.76
Control_v_Severe,Inflammation,OID01213,DNER,Q8NFT8,-0.39,-1.62,0.84,8.63,0.53,0.76
Control_v_Severe,Immune,OID00980,HSD11B1,P28845,-0.38,-1.61,0.85,3.00,0.53,0.76
Control_v_Severe,Neurology,OID05024,MAPT,P10636,-0.13,-0.56,0.30,0.30,0.53,0.76
Control_v_Case,Cardiovascular,OID00430,AMBP,P02760,0.02,-0.12,0.17,7.58,0.74,0.76
Control_v_Critical,Inflammation,OID00526,ARTN,Q5T4W7,0.08,-0.28,0.43,1.01,0.67,0.76
Control_v_Critical,Neurology,OID00326,LAYN,Q6UX15,0.11,-0.39,0.60,5.64,0.67,0.76
Control_v_Critical,Inflammation,OID00485,IL-17A,Q16552,0.10,-0.38,0.58,1.66,0.67,0.76
"Longitudinal_in_Critical",Immune,OID00979,BIRC2,Q13490,-0.14,-0.67,0.38,0.74,0.54,0.76
"Longitudinal_in_Critical",Neurology,OID00295,CLM-6,Q08708,0.11,-0.30,0.52,6.45,0.54,0.76
Control_v_Critical,Neurology,OID00293,VWC2,Q2TAL6,0.09,-0.35,0.53,5.50,0.67,0.76
Mild_v_Critical,Immune,OID00956,DPP10,Q8N608,0.08,-0.36,0.51,1.38,0.72,0.76
Longitudinal_in_Mild,Neurology,OID00324,gal-8,O00214,0.32,-0.91,1.55,5.90,0.56,0.77
Longitudinal_in_Mild,Neurology,OID00342,SCARF2,Q96GP6,0.44,-1.32,2.21,6.05,0.57,0.77
Longitudinal_in_Mild,Inflammation,OID00485,IL-17A,Q16552,-0.34,-1.69,1.00,1.44,0.57,0.77
Longitudinal_in_Mild,Immune,OID00992,CXADR,P78310,-0.24,-1.20,0.72,2.31,0.57,0.77
Longitudinal_in_Mild,Immune,OID00962,FXYD5,Q96DB9,-0.11,-0.55,0.32,0.35,0.57,0.77
Severe_v_Critical,Immune,OID00954,FGF2,P09038,-0.13,-0.68,0.41,0.72,0.62,0.77
Severe_v_Critical,Inflammation,OID00489,IL-20RA,Q9UHF4,-0.08,-0.43,0.26,1.05,0.62,0.77
Mild_v_Critical,Neurology,OID00332,CDH3,P22223,0.07,-0.34,0.49,7.33,0.72,0.77
Severe_v_Critical,Immune,OID00942,HCLS1,P14317,0.18,-0.58,0.94,5.41,0.63,0.77
Severe_v_Critical,Inflammation,OID00530,CCL23,P55773,0.12,-0.40,0.65,11.55,0.63,0.77
Severe_v_Critical,Inflammation,OID00560,ADA,P00813,0.10,-0.32,0.52,6.13,0.63,0.77
"Longitudinal_in_Critical",Cardiovascular,OID00469,PARP-1,P09874,0.53,-1.47,2.53,6.26,0.55,0.77
"Longitudinal_in_Critical",Immune,OID00951,CLEC4A,Q9UMR7,0.07,-0.19,0.32,3.01,0.55,0.77
Control_v_Critical,Immune,OID00972,EGLN1,Q9GZT9,0.10,-0.38,0.57,1.91,0.69,0.78
Control_v_Critical,Neurology,OID00288,NRP2,O60462,0.04,-0.14,0.21,8.27,0.69,0.78
Control_v_Mild,Inflammation,OID00505,CCL11,P51671,-0.11,-0.63,0.41,7.73,0.67,0.78
Control_v_Mild,Neurology,OID00330,WFIKKN1,Q96NZ8,0.10,-0.38,0.58,3.60,0.67,0.78
Control_v_Mild,Immune,OID01007,NCR1,O76036,-0.08,-0.47,0.31,3.38,0.67,0.78
Mild_v_Severe,Neurology,OID00327,NEP,P08473,0.21,-0.91,1.34,2.77,0.70,0.78
Mild_v_Severe,Cardiovascular,OID00387,IL-4RA,P24394,-0.08,-0.50,0.35,2.10,0.71,0.78
Mild_v_Severe,Cardiovascular,OID00421,PAPPA,Q13219,0.08,-0.34,0.49,2.77,0.71,0.78
Mild_v_Severe,Immune,OID00943,CNTNAP2,Q9UHC6,-0.07,-0.43,0.30,1.40,0.71,0.78
Mild_v_Severe,Cardiovascular,OID00431,PRELP,P51888,0.03,-0.15,0.22,8.35,0.71,0.78
"Longitudinal_in_Critical",Cardiovascular,OID00460,hOSCAR,Q8IYS5,0.05,-0.15,0.25,10.98,0.56,0.78
Control_v_Severe,Inflammation,OID00509,FGF-5,P12034,0.28,-0.69,1.26,1.11,0.56,0.78
Severe_v_Critical,Cardiovascular,OID00451,FABP2,P12104,-0.21,-1.16,0.73,7.14,0.65,0.79
Mild_v_Severe,Inflammation,OID00511,LIF-R,P42702,-0.04,-0.28,0.19,4.23,0.72,0.79
"Longitudinal_in_Critical",Immune,OID00999,STC1,P52823,-0.19,-0.93,0.55,7.22,0.57,0.79
"Longitudinal_in_Critical",Cardiovascular,OID00391,TNFRSF10A,O00220,0.26,-0.77,1.29,4.35,0.57,0.79
Control_v_Mild,Inflammation,OID00526,ARTN,Q5T4W7,0.08,-0.32,0.49,0.88,0.68,0.79
Longitudinal_in_Mild,Neurology,OID00298,NBL1,P41271,-0.06,-0.30,0.18,4.89,0.59,0.79
Control_v_Severe,Cardiovascular,OID00422,SERPINA12,Q8IW75,-1.14,-5.17,2.89,3.04,0.57,0.79
Control_v_Severe,Cardiovascular,OID00415,FGF-23,Q9GZV9,-0.53,-2.40,1.34,2.77,0.57,0.79
Control_v_Severe,Neurology,OID00378,KYNU,Q16719,0.51,-1.28,2.29,9.12,0.57,0.79
Control_v_Critical,Immune,OID01000,ARNT,P27540,-0.13,-0.79,0.53,1.09,0.70,0.79
Control_v_Critical,Neurology,OID00312,sFRP-3,Q92765,0.07,-0.30,0.45,5.59,0.71,0.79
Control_v_Severe,Neurology,OID00335,Beta-NGF,P01138,-0.20,-0.90,0.51,1.29,0.57,0.79
"Longitudinal_in_Critical",Cardiovascular,OID00392,STK4,Q13043,0.28,-0.87,1.43,3.29,0.58,0.79
"Longitudinal_in_Critical",Cardiovascular,OID00423,REN,P00797,0.24,-0.76,1.25,7.21,0.59,0.79
"Longitudinal_in_Critical",Immune,OID00982,PLXNA4,Q9HCM2,0.20,-0.63,1.03,3.62,0.58,0.79
"Longitudinal_in_Critical",Inflammation,OID00518,PD-L1,Q9NZQ7,0.18,-0.56,0.92,6.90,0.58,0.79
"Longitudinal_in_Critical",Cardiovascular,OID00432,HO-1,P09601,-0.17,-0.88,0.54,12.56,0.59,0.79
"Longitudinal_in_Critical",Cardiovascular,OID00425,MERTK,Q12866,-0.13,-0.67,0.40,7.19,0.58,0.79
"Longitudinal_in_Critical",Inflammation,OID00558,STAMBP,O95630,-0.09,-0.46,0.28,5.02,0.59,0.79
"Longitudinal_in_Critical",Immune,OID00946,EDAR,Q9UNE0,-0.09,-0.45,0.27,1.53,0.58,0.79
"Longitudinal_in_Critical",Inflammation,OID00479,OPG,O00300,0.24,-0.76,1.24,10.91,0.59,0.79
Control_v_Critical,Inflammation,OID00489,IL-20RA,Q9UHF4,-0.07,-0.47,0.33,0.95,0.71,0.79
Longitudinal_in_Mild,Neurology,OID00345,TNFRSF12A,Q9NP84,0.41,-1.34,2.16,4.81,0.60,0.79
Control_v_Critical,Immune,OID00970,CCL11,P51671,-0.10,-0.66,0.46,7.24,0.71,0.79
"Longitudinal_in_Critical",Neurology,OID00330,WFIKKN1,Q96NZ8,-0.20,-1.06,0.65,3.14,0.60,0.80
Longitudinal_in_Mild,Neurology,OID00293,VWC2,Q2TAL6,0.36,-1.24,1.96,5.58,0.61,0.80
Longitudinal_in_Mild,Neurology,OID00327,NEP,P08473,-0.33,-1.80,1.14,2.55,0.61,0.80
Longitudinal_in_Mild,Inflammation,OID00498,CCL4,P13236,0.30,-0.99,1.59,5.73,0.61,0.80
Longitudinal_in_Mild,Cardiovascular,OID00387,IL-4RA,P24394,0.18,-0.60,0.96,2.22,0.61,0.80
Longitudinal_in_Mild,Cardiovascular,OID00396,TRAIL-R2,O14763,0.15,-0.51,0.81,5.98,0.61,0.80
Longitudinal_in_Mild,Neurology,OID00339,GZMA,P12544,-0.12,-0.67,0.42,6.38,0.62,0.80
Longitudinal_in_Mild,Cardiovascular,OID00462,TGM2,P21980,0.22,-0.77,1.21,8.12,0.62,0.80
Longitudinal_in_Mild,Cardiovascular,OID00430,AMBP,P02760,-0.11,-0.61,0.39,7.71,0.62,0.80
Longitudinal_in_Mild,Cardiovascular,OID00413,SOD2,P04179,0.07,-0.23,0.36,10.13,0.62,0.80
Severe_v_Critical,Inflammation,OID00557,ST1A1,P50225,0.16,-0.59,0.92,1.90,0.66,0.80
Control_v_Critical,Immune,OID01013,SIT1,Q9Y3P8,-0.12,-0.78,0.54,2.32,0.72,0.80
Control_v_Critical,Immune,OID01005,DCBLD2,Q96PD2,0.07,-0.31,0.45,7.86,0.73,0.80
Control_v_Severe,Neurology,OID00353,MDGA1,Q8NFP4,-0.77,-3.66,2.11,3.92,0.59,0.80
Control_v_Severe,Neurology,OID00308,CD38,P28907,0.46,-1.26,2.19,5.72,0.59,0.80
Control_v_Severe,Inflammation,OID00491,CST5,P28325,-0.41,-1.95,1.12,6.64,0.59,0.80
Control_v_Severe,Inflammation,OID00484,MCP-1,P13500,-0.37,-1.77,1.02,11.49,0.59,0.80
"Longitudinal_in_Critical",Immune,OID01025,CD83,Q01151,0.12,-0.41,0.66,2.90,0.61,0.81
Control_v_Case,Neurology,OID00304,CRTAM,O95727,0.06,-0.35,0.46,5.32,0.78,0.81
"Longitudinal_in_Critical",Immune,OID00998,SPRY2,O43597,-0.45,-2.42,1.53,2.43,0.61,0.81
Longitudinal_in_Mild,Neurology,OID00287,NMNAT1,Q9HAN9,-0.38,-2.19,1.44,3.07,0.64,0.81
Longitudinal_in_Mild,Cardiovascular,OID00423,REN,P00797,-0.34,-1.91,1.24,6.23,0.64,0.81
Longitudinal_in_Mild,Neurology,OID00355,PDGF-R-alpha,P16234,0.25,-0.92,1.41,5.45,0.64,0.81
Longitudinal_in_Mild,Cardiovascular,OID00453,MARCO,Q9UEW3,-0.19,-1.05,0.68,6.96,0.63,0.81
Control_v_Severe,Inflammation,OID05548,TNF,P01375,0.45,-1.28,2.18,3.03,0.60,0.81
"Longitudinal_in_Critical",Inflammation,OID00556,CCL20,P78556,0.57,-1.99,3.12,9.70,0.62,0.81
"Longitudinal_in_Critical",Immune,OID00950,IRAK1,P51617,-0.17,-0.94,0.60,2.58,0.62,0.81
Mild_v_Severe,Neurology,OID00368,IL12,"P29460, P29459",-0.11,-0.80,0.58,8.40,0.75,0.82
Longitudinal_in_Mild,Cardiovascular,OID00404,CXCL1,P09341,0.37,-1.42,2.16,9.87,0.65,0.82
Mild_v_Critical,Neurology,OID00293,VWC2,Q2TAL6,0.06,-0.35,0.47,5.45,0.77,0.82
"Longitudinal_in_Critical",Neurology,OID00375,TN-R,Q92752,-0.20,-1.14,0.73,3.77,0.63,0.82
"Longitudinal_in_Critical",Neurology,OID00369,Dkk-4,Q9UBT3,-0.08,-0.44,0.29,3.32,0.63,0.82
Mild_v_Critical,Neurology,OID00334,GM-CSF-R-alpha,P15509,-0.09,-0.72,0.54,5.57,0.77,0.82
"Longitudinal_in_Critical",Cardiovascular,OID00450,GDF-2,Q9UK05,-0.32,-1.85,1.20,7.25,0.63,0.82
"Longitudinal_in_Critical",Immune,OID00938,PSIP1,O75475,-0.27,-1.55,1.00,4.87,0.63,0.82
Control_v_Mild,Cardiovascular,OID00414,CTRC,Q99895,0.15,-0.65,0.95,10.34,0.71,0.82
Control_v_Mild,Neurology,OID00299,EFNA4,P52798,0.05,-0.22,0.32,2.84,0.71,0.82
Mild_v_Severe,Inflammation,OID00499,CD6,P30203,-0.09,-0.68,0.50,6.22,0.75,0.82
Mild_v_Severe,Neurology,OID00367,SPOCK1,Q08629,-0.04,-0.29,0.21,2.45,0.76,0.82
Longitudinal_in_Mild,Neurology,OID00335,Beta-NGF,P01138,-0.16,-0.95,0.64,1.18,0.65,0.82
Severe_v_Critical,Cardiovascular,OID00462,TGM2,P21980,-0.11,-0.64,0.42,8.22,0.68,0.82
"Longitudinal_in_Critical",Immune,OID00945,IRF9,Q00978,0.61,-2.36,3.59,2.88,0.64,0.82
"Longitudinal_in_Critical",Cardiovascular,OID00387,IL-4RA,P24394,-0.27,-1.54,1.01,3.47,0.64,0.82
"Longitudinal_in_Critical",Immune,OID01003,ICA1,Q05084,-0.21,-1.25,0.83,1.30,0.64,0.82
"Longitudinal_in_Critical",Immune,OID00965,LILRB4,Q8NHJ6,-0.11,-0.68,0.45,5.47,0.65,0.82
"Longitudinal_in_Critical",Cardiovascular,OID00453,MARCO,Q9UEW3,0.11,-0.45,0.67,6.82,0.65,0.83
"Longitudinal_in_Critical",Neurology,OID00357,CDH6,P55285,-0.10,-0.62,0.42,3.68,0.65,0.83
"Longitudinal_in_Critical",Immune,OID00973,NFATC3,Q12968,-0.08,-0.48,0.32,1.47,0.65,0.83
"Longitudinal_in_Critical",Cardiovascular,OID00429,VSIG2,Q96IQ7,0.18,-0.75,1.12,3.62,0.66,0.83
Control_v_Critical,Cardiovascular,OID00463,LEP,P41159,0.21,-1.12,1.55,6.12,0.75,0.83
Control_v_Severe,Inflammation,OID00486,CXCL11,O14625,0.78,-2.32,3.88,9.48,0.61,0.83
"Longitudinal_in_Critical",Immune,OID00992,CXADR,P78310,0.19,-0.78,1.15,2.95,0.66,0.83
"Longitudinal_in_Critical",Cardiovascular,OID00379,BMP-6,P22004,0.13,-0.56,0.82,5.08,0.67,0.83
"Longitudinal_in_Critical",Immune,OID01017,CLEC6A,Q6EIG7,0.06,-0.25,0.37,3.40,0.66,0.83
Control_v_Mild,Cardiovascular,OID00446,LPL,P06858,0.07,-0.35,0.50,9.80,0.72,0.83
Control_v_Mild,Neurology,OID00354,IL-5R-alpha,Q01344,-0.17,-1.11,0.78,3.87,0.73,0.83
Control_v_Mild,Cardiovascular,OID00408,SCF,P21583,-0.07,-0.47,0.33,9.37,0.73,0.83
Control_v_Mild,Inflammation,OID00532,CCL3,P10147,-0.09,-0.63,0.44,5.60,0.73,0.83
Control_v_Severe,Cardiovascular,OID00417,GH,P01241,1.45,-4.44,7.35,8.46,0.62,0.83
Longitudinal_in_Mild,Neurology,OID00309,SMPD1,P17405,-0.22,-1.35,0.92,4.70,0.67,0.83
Control_v_Severe,Cardiovascular,OID00470,HAOX1,Q9UJM8,1.08,-3.56,5.72,5.35,0.64,0.83
Control_v_Severe,Inflammation,OID00522,HGF,P14210,0.53,-1.76,2.82,8.80,0.64,0.83
Control_v_Severe,Immune,OID01006,FCRL6,Q6DN72,0.50,-1.62,2.63,3.04,0.63,0.83
Control_v_Severe,Neurology,OID00341,DRAXIN,Q8NBI3,-0.43,-2.21,1.35,3.28,0.63,0.83
Control_v_Severe,Immune,OID00969,HNMT,P50135,0.42,-1.38,2.21,9.25,0.64,0.83
Control_v_Severe,Neurology,OID00299,EFNA4,P52798,0.27,-0.86,1.39,2.97,0.63,0.83
Control_v_Severe,Neurology,OID00295,CLM-6,Q08708,-0.24,-1.27,0.78,5.97,0.63,0.83
Control_v_Severe,Cardiovascular,OID00427,THBS2,P35442,-0.17,-0.91,0.57,5.54,0.64,0.83
Control_v_Severe,Inflammation,OID00493,IL-1 alpha,P01583,-0.15,-0.76,0.46,0.08,0.62,0.83
Control_v_Mild,Neurology,OID00378,KYNU,Q16719,0.10,-0.50,0.70,8.72,0.74,0.84
Control_v_Mild,Cardiovascular,OID00379,BMP-6,P22004,-0.10,-0.72,0.52,4.63,0.74,0.84
Control_v_Mild,Inflammation,OID00489,IL-20RA,Q9UHF4,-0.05,-0.36,0.26,0.87,0.75,0.84
"Longitudinal_in_Critical",Immune,OID01008,CXCL12,P48061,0.05,-0.24,0.35,1.70,0.68,0.84
Control_v_Critical,Immune,OID00984,FCRL3,Q96P31,-0.05,-0.37,0.27,1.08,0.77,0.84
Control_v_Critical,Cardiovascular,OID00400,IL1RL2,Q9HB29,-0.05,-0.36,0.27,4.42,0.77,0.84
Control_v_Mild,Neurology,OID00353,MDGA1,Q8NFP4,0.14,-0.76,1.04,4.21,0.75,0.84
Control_v_Mild,Cardiovascular,OID00455,BNP,P16860,0.10,-0.52,0.71,1.35,0.76,0.84
Control_v_Mild,Neurology,OID00365,TNFRSF21,O75509,0.05,-0.25,0.34,8.25,0.75,0.84
Severe_v_Critical,Immune,OID01002,SH2D1A,O60880,0.12,-0.50,0.74,2.11,0.70,0.84
Longitudinal_in_Mild,Neurology,OID00377,Nr-CAM,Q92823,0.09,-0.40,0.59,9.59,0.67,0.84
Longitudinal_in_Mild,Neurology,OID00301,NCAN,O14594,-0.07,-0.46,0.32,8.82,0.68,0.84
"Longitudinal_in_Critical",Immune,OID00994,SRPK2,P78362,-0.18,-1.19,0.82,1.85,0.68,0.84
Mild_v_Severe,Inflammation,OID00481,uPA,P00749,-0.04,-0.32,0.24,9.73,0.78,0.84
"Longitudinal_in_Critical",Immune,OID00956,DPP10,Q8N608,-0.10,-0.64,0.45,1.37,0.69,0.84
"Longitudinal_in_Critical",Neurology,OID05024,MAPT,P10636,0.09,-0.41,0.58,0.42,0.69,0.84
"Longitudinal_in_Critical",Inflammation,OID00517,IL-18R1,Q13478,-0.06,-0.38,0.27,9.70,0.68,0.84
Control_v_Critical,Immune,OID00977,CD28,P10747,-0.06,-0.44,0.33,1.64,0.77,0.84
Control_v_Severe,Cardiovascular,OID00466,CD4,P01730,0.25,-0.88,1.38,4.60,0.65,0.84
Control_v_Severe,Cardiovascular,OID00460,hOSCAR,Q8IYS5,0.22,-0.78,1.22,10.82,0.65,0.84
Longitudinal_in_Mild,Cardiovascular,OID00442,IgG Fc receptor II-b,P31994,0.47,-2.12,3.06,2.68,0.69,0.84
Longitudinal_in_Mild,Neurology,OID00346,SKR3,P37023,0.27,-1.20,1.73,6.70,0.68,0.84
Longitudinal_in_Mild,Cardiovascular,OID00389,IL-1ra,P18510,-0.21,-1.37,0.95,5.63,0.69,0.84
Longitudinal_in_Mild,Immune,OID00985,CKAP4,Q07065,0.15,-0.69,0.99,4.77,0.68,0.84
Longitudinal_in_Mild,Immune,OID00952,PRDX1,Q06830,0.12,-0.58,0.82,1.52,0.69,0.84
"Longitudinal_in_Critical",Inflammation,OID00499,CD6,P30203,0.19,-0.93,1.32,5.60,0.70,0.85
"Longitudinal_in_Critical",Neurology,OID00315,SIGLEC1,Q9BZZ2,-0.11,-0.74,0.53,7.28,0.70,0.85
"Longitudinal_in_Critical",Immune,OID01022,KPNA1,P52294,-0.04,-0.29,0.21,-0.26,0.69,0.85
Control_v_Severe,Neurology,OID00322,HAGH,Q16775,0.74,-2.66,4.15,7.53,0.66,0.85
Control_v_Severe,Neurology,OID00373,LAIR-2,Q6ISS4,0.62,-2.28,3.53,5.10,0.66,0.85
Control_v_Severe,Inflammation,OID00532,CCL3,P10147,-0.53,-2.98,1.92,6.03,0.66,0.85
